"country","founded","id","industry","linkedin_url","locality","name","region","size","website"
"united states","0","runway-pets","newspapers","linkedin.com/company/runway-pets","miller","runway pets","missouri","1-10","runwaypets.com"
"united states","0","medina-gazette","newspapers","linkedin.com/company/medina-gazette","medina","medina gazette","ohio","1-10","medina-gazette.com"
"peru","0","diario-la-rep-blica","newspapers","linkedin.com/company/diario-la-rep-blica","","diario la república","","51-200",""
"united states","0","journal-gazette-newspaper","newspapers","linkedin.com/company/journal-gazette-newspaper","mattoon","journal gazette newspaper","illinois","11-50",""
"spain","0","asaja-alicante","newspapers","linkedin.com/company/asaja-alicante","","asaja alicante","","1-10","alicanteasaja.com"
"colombia","0","el-colombiano","newspapers","linkedin.com/company/el-colombiano","medellin","el colombiano","antioquia","501-1000",""
"italy","0","editoriale-argo-s.r.l.","newspapers","linkedin.com/company/editoriale-argo-s.r.l.","torino","editoriale argo s.r.l.","piedmont","11-50",""
"united states","0","timesdaily","newspapers","linkedin.com/company/timesdaily","florence","timesdaily","alabama","51-200","timesdaily.com"
"","0","pm-editions","newspapers","linkedin.com/company/pm-editions","","pm editions","","1-10","partnersystems.com.br"
"france","0","nancy-print","newspapers","linkedin.com/company/nancy-print","jarville-la-malgrange","nancy print","grand est","11-50",""
"italy","0","bonato-group-s.r.l.","newspapers","linkedin.com/company/bonato-group-s.r.l.","vicenza","bonato group s.r.l.","veneto","11-50",""
"united states","0","athens-now","newspapers","linkedin.com/company/athens-now","","athens now","alabama","1-10","athensnowonline.com"
"france","0","innerfrance","newspapers","linkedin.com/company/innerfrance","","innerfrance","","1-10","innerfrance.com"
"united states","0","echo-press-newspaper","newspapers","linkedin.com/company/echo-press-newspaper","","echo press newspaper","minnesota","11-50","echopress.com"
"portugal","0","diario-economico","newspapers","linkedin.com/company/diario-economico","lisbon","diário económico","lisbon","51-200",""
"united states","0","the-phoenix","newspapers","linkedin.com/company/the-phoenix","swarthmore","the phoenix","pennsylvania","51-200","swarthmorephoenix.com"
"united kingdom","0","hamodia-newspaper-limited","newspapers","linkedin.com/company/hamodia-newspaper-limited","woodford green","hamodia newspaper limited","greater london","1-10",""
"germany","0","stadtwerke-coesfeld-gmbh","newspapers","linkedin.com/company/stadtwerke-coesfeld-gmbh","coesfeld","stadtwerke coesfeld gmbh","nordrhein-westfalen","1-10","stadtwerke-coesfeld.de"
"united states","0","lee-finance-inc","newspapers","linkedin.com/company/lee-finance-inc","valdosta","lee finance inc","georgia","1-10","leehawaii.com"
"","0","energyworld","newspapers","linkedin.com/company/energyworld","","energyworld","","1-10","energyworld.ro"
"","0","the-plantain","newspapers","linkedin.com/company/the-plantain","","the plantain","","1-10","theplantain.com"
"united states","0","day-and-night-llc","newspapers","linkedin.com/company/day-and-night-llc","peru","day and night llc","indiana","1-10",""
"germany","0","wochenblatt-bamberg-gmbh","newspapers","linkedin.com/company/wochenblatt-bamberg-gmbh","hallstadt","wochenblatt bamberg gmbh","bavaria","1-10","wobla-bamberg.de"
"brazil","0","jornal-comunicação","newspapers","linkedin.com/company/jornal-comunicação","curitiba","jornal comunicação","parana","11-50","jornalcomunicacaoufpr.com.br"
"united states","0","lake-george-mirror","newspapers","linkedin.com/company/lake-george-mirror","bolton landing","lake george mirror","new york","1-10","lakegeorgemirror.com"
"united states","0","travel-digest","newspapers","linkedin.com/company/travel-digest","fort lauderdale","travel digest","florida","1-10","travelersdigest.com"
"united states","0","snohomish-county-business-journal","newspapers","linkedin.com/company/snohomish-county-business-journal","","the herald business journal","","1-10","theheraldbusinessjournal.com"
"united states","0","robinson-daily-news","newspapers","linkedin.com/company/robinson-daily-news","","robinson daily news","","11-50","robdailynews.com"
"spain","0","el-gran-ca-d","newspapers","linkedin.com/company/el-gran-ca-d","","el gran caíd","","1-10","tercermercado.com"
"india","0","sakaal-media-group_2","newspapers","linkedin.com/company/sakaal-media-group_2","","sakaal media group","","501-1000","sakaaltimes.com"
"norway","0","dagligvarehandelen","newspapers","linkedin.com/company/dagligvarehandelen","","dagligvarehandelen","","1-10","dagligvarehandelen.com"
"united kingdom","0","m3-housing-limited","newspapers","linkedin.com/company/m3-housing-limited","","m3 housing limited","","1-10",""
"united states","0","new-york-beacon-news","newspapers","linkedin.com/company/new-york-beacon-news","new york","new york beacon news","new york","11-50","newyorkbeacon.net"
"germany","0","lerg-media-redaktionsb-ro","newspapers","linkedin.com/company/lerg-media-redaktionsb-ro","","lerg media redaktionsbüro","","1-10","lerg.de"
"united kingdom","0","archant-community-media-limited","newspapers","linkedin.com/company/archant-community-media-limited","norwich","archant community media limited","norfolk","1-10",""
"united states","0","marmaldes-restaurant","newspapers","linkedin.com/company/marmaldes-restaurant","houston","marmaldes restaurant","texas","1-10",""
"canada","0","minden-times","newspapers","linkedin.com/company/minden-times","","minden times","","11-50","mindentimes.ca"
"united kingdom","0","ellison-it-solutions-ltd","newspapers","linkedin.com/company/ellison-it-solutions-ltd","","ellison it solutions ltd","wiltshire","1-10","ellison.co.uk"
"canada","0","reporter-publishing-limited","newspapers","linkedin.com/company/reporter-publishing-limited","port hawkesbury","reporter publishing limited","nova scotia","1-10",""
"united kingdom","0","thelondonpaper","newspapers","linkedin.com/company/thelondonpaper","","thelondonpaper","","51-200",""
"","0","gazeta-de-ribeir-o-preto-rede-anhanguera-de-comunica-o-","newspapers","linkedin.com/company/gazeta-de-ribeir-o-preto-rede-anhanguera-de-comunica-o-","","gazeta de ribeirão preto (rede anhanguera de comunicação)","","1-10","gazetaderibeirao.com.br"
"","0","khaskhabar-com","newspapers","linkedin.com/company/khaskhabar-com","","khaskhabar.com","","1-10","khaskhabar.com"
"united states","0","national-news-bureau","newspapers","linkedin.com/company/national-news-bureau","philadelphia","national news bureau","pennsylvania","11-50","nationalnewsbureau.com"
"iran","0","salamat-weekly","newspapers","linkedin.com/company/salamat-weekly","","salamat weekly","tehrān","51-200","salamat.ir"
"united states","0","hudson-catskill-newspapers-media","newspapers","linkedin.com/company/hudson-catskill-newspapers-media","hudson","columbia-greene media","new york","51-200","columbiagreenemedia.com"
"united states","0","mile-high-newspapers-inc.","newspapers","linkedin.com/company/mile-high-newspapers-inc.","","mile high newspapers, inc.","colorado","11-50","milehighnews.com"
"united states","0","jennings-daily-news","newspapers","linkedin.com/company/jennings-daily-news","jennings","jennings daily news","louisiana","11-50","jenningsdailynews.net"
"united states","0","bv-lawn-care","newspapers","linkedin.com/company/bv-lawn-care","","bv lawn care","new jersey","1-10","bvlawncare.com"
"australia","0","the-northern-daily-leader","newspapers","linkedin.com/company/the-northern-daily-leader","tamworth","the northern daily leader","new south wales","1-10",""
"united states","0","monticello-news","newspapers","linkedin.com/company/monticello-news","monticello","monticello news","georgia","11-50","themonticellonews.com"
"austria","0","udm-web-solutions-gmbh","newspapers","linkedin.com/company/udm-web-solutions-gmbh","","udm web solutions gmbh","vienna","1-10",""
"brazil","0","jornal-o-movimento","newspapers","linkedin.com/company/jornal-o-movimento","","jornal o movimento","","1-10","omovimento.com.br"
"","0","kapital.kz","newspapers","linkedin.com/company/kapital.kz","","деловой еженедельник kapital.kz","","11-50","kapital.kz"
"united states","0","the-coast-news-group","newspapers","linkedin.com/company/the-coast-news-group","encinitas","the coast news group","california","11-50","thecoastnews.com"
"","0","bucharest-daily-news","newspapers","linkedin.com/company/bucharest-daily-news","","bucharest daily news","","11-50",""
"france","0","europ-energies","newspapers","linkedin.com/company/europ-energies","paris","europ'energies","ile-de-france","1-10","europenergies.fr"
"united kingdom","0","marut-trading-limited","newspapers","linkedin.com/company/marut-trading-limited","greenford","marut trading limited","greater london","1-10",""
"canada","0","the-queens-county-advance","newspapers","linkedin.com/company/the-queens-county-advance","","the queens county advance","nova scotia","1-10","theadvance.ca"
"netherlands","0","boekhandel-van-der-velde-b.v.","newspapers","linkedin.com/company/boekhandel-van-der-velde-b.v.","leeuwarden","boekhandel van der velde b.v.","friesland","11-50",""
"","0","comunica-o-correio-goiano","newspapers","linkedin.com/company/comunica-o-correio-goiano","","comunicação correio goiano","","1-10",""
"vietnam","0","the-saigon-entrepreneur-online","newspapers","linkedin.com/company/the-saigon-entrepreneur-online","ho chi minh city","the saigon entrepreneur online newspaper","ho chi minh city","51-200","doanhnhansaigon.vn"
"","0","hothothot","newspapers","linkedin.com/company/hothothot","","hot hot hot!","","1-10","hothothotmagazine.com"
"sweden","0","stampenmedia","newspapers","linkedin.com/company/stampenmedia","","stampen media","","501-1000",""
"germany","0","regionale-medien","newspapers","linkedin.com/company/regionale-medien","ascheberg","regionale medien","schleswig-holstein","1-10","regionalemedien.de"
"united states","0","messenger-post-newspapers","newspapers","linkedin.com/company/messenger-post-newspapers","","messenger post newspapers","","51-200",""
"united states","0","the-clause","newspapers","linkedin.com/company/the-clause","","the clause","","1-10","theclause.org"
"india","0","jaipur-mahanagar-times---india","newspapers","linkedin.com/company/jaipur-mahanagar-times---india","jaipur","jaipur mahanagar times - india","rajasthan","1-10","mahanagartimes.net"
"united kingdom","0","mail-newspapers","newspapers","linkedin.com/company/mail-newspapers","london","mail newspapers","greater london","1001-5000","mailadvertising.co.uk"
"united states","0","mesh-news-dot-org","newspapers","linkedin.com/company/mesh-news-dot-org","san diego","mesh news","california","1-10","meshnews.org"
"united states","0","idaho-county-free-press","newspapers","linkedin.com/company/idaho-county-free-press","grangeville","idaho county free press","idaho","1-10","idahocountyfreepress.com"
"","0","redakcja-czasopisma-staszic-kurier-","newspapers","linkedin.com/company/redakcja-czasopisma-staszic-kurier-","","redakcja czasopisma ""staszic kurier""","","11-50","staszic.waw.pl"
"united kingdom","0","km-holdings-limited","newspapers","linkedin.com/company/km-holdings-limited","rochester","km (holdings) limited","medway","1-10",""
"united states","0","dodge-city-daily-globe","newspapers","linkedin.com/company/dodge-city-daily-globe","dodge city","dodge city daily globe","kansas","51-200","dodgeglobe.com"
"united states","0","high-timber-times","newspapers","linkedin.com/company/high-timber-times","pine","high timber times","colorado","1-10","hightimbertimes.com"
"france","0","spcscolloque2019","newspapers","linkedin.com/company/spcscolloque2019","paris","spcs","ile-de-france","1-10",""
"united states","0","illyria-newspaper","newspapers","linkedin.com/company/illyria-newspaper","new york","illyria newspaper","new york","1-10","illyriapress.com"
"spain","0","tribuna-ávila","newspapers","linkedin.com/company/tribuna-ávila","","tribuna ávila","","1-10","tribunaavila.com"
"","0","mill-creek-view","newspapers","linkedin.com/company/mill-creek-view","","mill creek view","","1-10","mydreamkitchen.com"
"united states","0","west-kerr-current","newspapers","linkedin.com/company/west-kerr-current","ingram","west kerr current","texas","1-10","wkcurrent.com"
